1997_31.txt:Art.3;Czy Minister Zdrowia może określić inne choroby zakaźne zwierząt podlegające zwalczaniu na obszarze całego kraju?;"Art. 3. 1. Obowiązkowi zwalczania podlegają choroby zakaźne zwierząt wyszczególnione w wykazie stanowiącym załącznik do ustawy. 2. Minister Rolnictwa i Gospodarki Żywnościowej może określić, w drodze rozporządzenia, inne choroby zakaźne zwierząt nie wymienione w załączniku, o którym mowa w ust. 1, podlegające zwalczaniu na obszarze całego kraju lub jego części."
1997_926.txt:Art.304;Czy naczelnicy urzędów skarbowych składają Ministrowi Zdrowia półroczne sprawozdania zawierające informacje o liczbie wszczętych w danym półroczu postępowań podatkowych oraz karnych skarbowych?;"Art. 304. § 1. Naczelnicy urzędów skarbowych składają Ministrowi Finansów półroczne sprawozdania zawierające informacje o liczbie wszczętych w danym półroczu postępowań podatkowych oraz karnych skarbowych, w porównaniu z liczbą spraw, w których wystąpiono o przekazanie informacji, o których mowa w art. 182. § 2. Informacje, o których mowa w § 1, są corocznie przedkładane Sejmowi łącznie ze sprawozdaniem wykonania budżetu państwa."
1996_465.txt:Art.201;Czy zarząd może być jednoosobowy?;"Art. 201. §1. Zarząd prowadzi sprawy spółki i reprezentuje spółkę. §2. Zarząd składa się z jednego albo większej liczby członków. §3. Do zarządu mogą być powołane osoby spośród wspólników lub spoza ich grona. §4. Członek zarządu jest powoływany i odwoływany uchwałą wspólników, chyba że umowa spółki stanowi inaczej."
1995_5.txt:Art.8;Czy osoby wykonujące prace związane z przygotowaniem spisu powinny przestrzegać tajemnicę statystyczną?;"Art. 8. Osoby wykonujące prace związane z przygotowaniem, przeprowadzeniem i opracowaniem wyników spisu są obowiązane do bezwzględnego przestrzegania tajemnicy statystycznej i mogą być dopuszczone do wykonywania tych prac po złożeniu pisemnego przyrzeczenia następującej treści: "Przyrzekam, że będę wykonywał swoje prace na rzecz spisu ludności i mieszkań z całą rzetelnością, a poznane w czasie ich wykonywania dane zachowam w tajemnicy wobec osób trzecich."."
2004_1532.txt:Art.18;Jakiej komisji Minister właściwy do spraw administracji publicznej przekazuje informacje i sprawozdania dotyczące tworzenia i funkcjonowania infrastruktury?;"Art. 18. 1. Tworzenie, utrzymywanie i rozwijanie infrastruktury jest koordynowane przez ministra właściwego do spraw administracji publicznej. 2. Minister właściwy do spraw administracji publicznej przekazuje Komisji Europejskiej informacje i sprawozdania dotyczące tworzenia i funkcjonowania infrastruktury."
1997_553.txt:Art.352;Jakiej karze podlega żołnierz, który znęca się psychicznie nad podwładnym?;"Art. 352. § 1. Żołnierz, który znęca się fizycznie lub psychicznie nad podwładnym, podlega karze pozbawienia wolności od 3 miesięcy do lat 5. § 2. Jeżeli czyn określony w § 1 połączony jest ze stosowaniem szczególnego okrucieństwa, sprawca podlega karze pozbawienia wolności od roku do lat 10. § 3. Jeżeli następstwem czynu określonego w § 1 lub 2 jest targnięcie się pokrzywdzonego na własne życie, sprawca podlega karze pozbawienia wolności od lat 2 do 12."
1997_739.txt:Art.66;Czy dane osobowe cudzoziemców, którym nadano status uchodźcy, udzielono azylu, oraz cudzoziemców ubiegających się o nadanie statusu uchodźcy lub o udzielenie azylu podlegają ochronie?;"Art. 66. Dane osobowe cudzoziemców, którym nadano status uchodźcy, udzielono azylu, oraz cudzoziemców ubiegających się o nadanie statusu uchodźcy lub o udzielenie azylu podlegają ochronie na zasadach określonych w odrębnych przepisach, z tym że dane te nie mogą być, bez pisemnej zgody zainteresowanego, udostępniane władzom oraz instytucjom publicznym krajów pochodzenia."
1997_553.txt:Art.222;Czy naruszenie nietykalności cielesnej funkcjonariusza publicznego może skutkować karą pozbawienia wolności na 25 lat?;"Art. 222. § 1. Kto narusza nietykalność cielesną funkcjonariusza publicznego lub osoby do pomocy mu przybranej podczas lub w związku z pełnieniem obowiązków służbowych, podlega grzywnie, karze ograniczenia wolności albo pozbawienia wolności do lat 3. § 2. Jeżeli czyn określony w § 1 wywołało niewłaściwe zachowanie się funkcjonariusza lub osoby do pomocy mu przybranej, sąd może zastosować nadzwyczajne złagodzenie kary, a nawet odstąpić od jej wymierzenia."
2001_1071.txt:Art.10;Czy kuratorowi zawodowemu przysługuje prawo do podnoszenia kwalifikacji zawodowych w formie kształcenia zdalnego?;"Art. 10. Kuratorowi zawodowemu przysługuje prawo do podnoszenia kwalifikacji zawodowych w różnych formach kształcenia."
2001_1545.txt:Art.232;Czy za uratowanie frachtu oraz opłat za przewóz pasażerów i bagażu należy się wynagrodzenie?;"Art. 232. § 1. Za ratownictwo morskie należy się wynagrodzenie. § 2. Wynagrodzenie należy się również za uratowanie frachtu oraz opłat za przewóz pasażerów i bagażu. § 3. Wynagrodzenie należy się również za ratownictwo morskie udzielone na wodach śródlądowych przez statek morski statkowi żeglugi śródlądowej lub wodnosamolotowi. § 4. Wynagrodzenie należy się, choćby ratownictwo morskie nastąpiło pomiędzy statkami tego samego armatora."
1996_465.txt:Art.556;Co jest wymagane do przekształcenia spółki?;"Art. 556. Do przekształcenia spółki wymaga się: 1) sporządzenia planu przekształcenia spółki wraz z załącznikami oraz opinią biegłego rewidenta, 2) powzięcia uchwały o przekształceniu spółki, 3) powołania członków organów spółki przekształconej albo określenia wspólników prowadzących sprawy tej spółki i reprezentujących ją, 4) zawarcia umowy albo podpisania statutu spółki przekształconej, 5) dokonania w rejestrze wpisu spółki przekształconej i wykreślenia spółki przekształcanej."
1999_1281.txt:Art.45;W jakim terminie Prezes Urzędu Mieszkalnictwa i Rozwoju Miast musi ogłosić w Dzienniku Urzędowym Rzeczypospolitej Polskiej średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca?;"Art. 45d. Prezes Urzędu Mieszkalnictwa i Rozwoju Miast ogłasza, w terminie do dnia 30 listopada każdego roku, w drodze obwieszczenia, w Dzienniku Urzędowym Rzeczypospolitej Polskiej "Monitor Polski", dla poszczególnych kategorii gmin, średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca, o których mowa w art. 45b ust. 2."."
1996_465.txt:Art.51;Czy umowa spółki może zwolnić wspólnika od udziału w stratach?;"Art. 51. §1. Każdy wspólnik ma prawo do równego udziału w zyskach i uczestniczy w stratach w tym samym stosunku bez względu na rodzaj i wartość wkładu. §2. Określony w umowie spółki udział wspólnika w zysku odnosi się, w razie wątpliwości, także do jego udziału w stratach. §3. Umowa spółki może zwolnić wspólnika od udziału w stratach."
2001_1441.txt:Art.54;Czy statek rybacki, który zatonął, jest wykreślany z ewidencji?;"Art. 54. Wykreślenie statku rybackiego z ewidencji następuje: 1) na wniosek armatora, 2) z urzędu: a) w razie zatonięcia statku rybackiego, b) jeżeli statek nie był używany do wykonywania rybołówstwa morskiego przez okres dłuższy niż 12 miesięcy."
2004_1536.txt:Art.1;Czy Prezydent Rzeczypospolitej Polskiej może ratyfikować umowę wielostronną w sprawie opłat trasowych, sporządzoną w Brukseli dnia 12 lutego 1981 r.?;"Art. 1. Wyraża się zgodę na dokonanie przez Prezydenta Rzeczypospolitej Polskiej ratyfikacji Umowy wielostronnej w sprawie opłat trasowych, sporządzonej w Brukseli dnia 12 lutego 1981 r."
2001_499.txt:Art.86;Czy w okresie od zakończenia kampanii wyborczej do zakończenia głosowania można podawać do wiadomości publicznej wyniki przedwyborczych badań opinii publicznej dotyczących przewidywanych zachowań wyborczych?;"Art. 86. Od zakończenia kampanii wyborczej aż do zakończenia głosowania zabronione jest podawanie do wiadomości publicznej wyników przedwyborczych badań (sondaży) opinii publicznej dotyczących przewidywanych zachowań wyborczych i wyniku wyborów."
1997_593.txt:Art.15;Czy istnieje wyższy organ okręgowej izby niż okręgowy zjazd izby?;"Art. 15. 1. Okręgowy zjazd izby jest najwyższym organem okręgowej izby. 2. Okręgowy zjazd izby stanowią członkowie okręgowej izby. 3. Jeżeli liczba członków okręgowej izby przekracza 200 osób, okręgowy zjazd izby stanowią delegaci wybrani w obwodach wyborczych. 4. Mandat delegata na okręgowy zjazd trwa przez okres kadencji organów okręgowej izby. 5. W okręgowym zjeździe izby, o których mowa w ust. 3, mogą uczestniczyć z głosem doradczym członkowie organów izby nie będący delegatami."
2001_1071.txt:Art.17;Czy kuratorowi zawodowemu można udzielić płatnego urlopu dla poratowania zdrowia, w wymiarze 24 miesięcy?;"Art. 17. 1. Kuratorowi zawodowemu można udzielić płatnego urlopu dla poratowania zdrowia, w wymiarze nieprzekraczającym 6 miesięcy. 2. Urlopu dla poratowania zdrowia nie można udzielić, jeżeli kurator zawodowy z powodu choroby nie pracował nieprzerwanie przez okres roku. 3. Urlopu dla poratowania zdrowia udziela Minister Sprawiedliwości."
1997_926.txt:Art.26;Kto odpowiada całym swoim majątkiem za wynikające ze zobowiązań podatkowych podatki?;"Art. 26. Podatnik odpowiada całym swoim majątkiem za wynikające ze zobowiązań podatkowych podatki."
1997_769.txt:Art.1;Z czego składa się Krajowy Rejestr Sądowy?;"Art. 1. 1. Tworzy się Krajowy Rejestr Sądowy, zwany dalej "Rejestrem". 2. Rejestr składa się z: 1) rejestru przedsiębiorców, 2) rejestru stowarzyszeń, innych organizacji społecznych i zawodowych, fundacji oraz publicznych zakładów opieki zdrowotnej, 3) rejestru dłużników niewypłacalnych."
2003_1939.txt:Art.123;Z czego pokrywane są wydatki Rady Spółdzielczej?;"Art. 123. Wydatki Rady Spółdzielczej pokrywa się ze składek spółdzielni, darowizn oraz z innych dochodów."
1999_932.txt:Art.7;Na czym polega wspieranie procesu modernizacji technicznej Sił Zbrojnych Rzeczypospolitej Polskiej?;"Art. 7. Wspieranie procesu modernizacji technicznej Sił Zbrojnych Rzeczypospolitej Polskiej polega na przeznaczaniu pozostałej części przychodów z prywatyzacji spółek przemysłowego potencjału obronnego na zakupy nowoczesnego uzbrojenia lub sprzętu wojskowego produkowanego w spółkach przemysłowego potencjału obronnego."
1997_153.txt:Art.96;Czy zgromadzenie przedstawicieli może podjąć uchwałę w obecności mniej, niż połowy członków?;"Art. 96. 1. Zgromadzenie przedstawicieli podejmuje uchwały w obecności co najmniej połowy liczby członków. 2. Uchwały zgromadzenia przedstawicieli zapadają bezwzględną większością głosów w rozumieniu art. 79 ust. 4."
1997_944.txt:Art.116;Kto ponosi odpowiedzialność dyscyplinarną za przewinienia dyscyplinarne popełnione podczas lub w związku z wykonywaniem czynności prokuratora albo asesora?;"Art. 116. Prokuratorzy wojskowi oraz asesorzy wojskowych jednostek organizacyjnych prokuratury ponoszą odpowiedzialność dyscyplinarną za przewinienia dyscyplinarne popełnione podczas lub w związku z wykonywaniem czynności prokuratora albo asesora, na zasadach określonych w ustawie o prokuraturze."
2004_1807.txt:Art.2;Czy działalność zawodowa, wykonywana w sposób zorganizowany i ciągły, jest działalnością gospodarczą?;"Art. 2. Działalnością gospodarczą jest zarobkowa działalność wytwórcza, budowlana, handlowa, usługowa oraz poszukiwanie, rozpoznawanie i wydobywanie kopalin ze złóż, a także działalność zawodowa, wykonywana w sposób zorganizowany i ciągły."
2001_475.txt:Art.26;Co powinien zrobić cudzoziemiec, który nie posiada ważnej wizy, zezwolenia na zamieszkanie na czas oznaczony albo osiedlenie się?;"Art. 26. 1. Cudzoziemiec przebywający na terytorium Rzeczypospolitej Polskiej podlega kontroli legalności pobytu. 2. Cudzoziemiec, który nie posiada ważnej wizy, zezwolenia na zamieszkanie na czas oznaczony albo osiedlenie się, powinien niezwłocznie opuścić terytorium Rzeczypospolitej Polskiej."
2001_1545.txt:Art.124;Wobec kogo frachtujący odpowiada za szkody spowodowane niedokładnym lub nieprawdziwym oświadczeniem dotyczącym rodzaju lub właściwości ładunku?;"Art. 124. § 1. Frachtujący odpowiada wobec przewoźnika, a także wobec pasażerów, załogi i właścicieli innych ładunków za szkody spowodowane niedokładnym lub nieprawdziwym oświadczeniem dotyczącym rodzaju lub właściwości ładunku. § 2. Odpowiedzialność określoną w § 1 ponosi także załadowca, jeżeli złożenie niedokładnego lub nieprawdziwego oświadczenia dotyczącego rodzaju lub właściwości ładunku nastąpiło z jego winy."
2003_2081.txt:Art.144;Czy na wniosek pracownika może być do niego stosowany system czasu pracy, w którym praca jest świadczona wyłącznie w piątki, soboty, niedziele i święta?;"Art. 144. Na pisemny wniosek pracownika może być do niego stosowany system czasu pracy, w którym praca jest świadczona wyłącznie w piątki, soboty, niedziele i święta. W tym systemie jest dopuszczalne przedłużenie dobowego wymiaru czasu pracy, nie więcej jednak niż do 12 godzin, w okresie rozliczeniowym nie przekraczającym 1 miesiąca."
1997_555.txt:Art.418;Czy w czasie ogłaszania wyroku wszyscy obecni powinni stać?;"Art. 418. § 1. Po podpisaniu wyroku przewodniczący ogłasza go publicznie; w czasie ogłaszania wyroku wszyscy obecni, z wyjątkiem sądu, stoją. § 2. Zgłoszenie zdania odrębnego podaje się do wiadomości, a jeżeli członek składu orzekającego, który zgłosił zdanie odrębne, wyraził na to zgodę, także jego nazwisko. § 3. Po ogłoszeniu przewodniczący lub jeden z członków składu orzekającego podaje ustnie najważniejsze powody wyroku."
1996_465.txt:Art.86;Czym jest spółka partnerska?;"Art. 86. §1. Spółką partnerską jest spółka osobowa, utworzona przez wspólników (partnerów) w celu wykonywania wolnego zawodu w spółce prowadzącej przedsiębiorstwo pod własną firmą. §2. Spółka może być zawiązana w celu wykonywania więcej niż jednego wolnego zawodu, chyba że odrębna ustawa stanowi inaczej."
1996_465.txt:Art.368;Czy zarząd może być jednoosobowy?;"Art. 368. §1. Zarząd prowadzi sprawy spółki i reprezentuje spółkę. §2. Zarząd składa się z jednego albo większej liczby członków. §3. Do zarządu mogą być powołane osoby spośród akcjonariuszy lub spoza ich grona. §4. Członków zarządu powołuje i odwołuje rada nadzorcza, chyba że statut spółki stanowi inaczej. Członek zarządu może być odwołany lub zawieszony w czynnościach także przez walne zgromadzenie."
1996_147.txt:Art.7;Czy osoby wykonujące prace związane z przygotowaniem spisu powinny przestrzegać tajemnicę statystyczną?;"Art. 7. Osoby wykonujące prace związane z przygotowaniem, przeprowadzeniem i opracowaniem wyników spisu są obowiązane do bezwzględnego przestrzegania tajemnicy statystycznej i mogą być dopuszczone do wykonywania tych prac po złożeniu pisemnego przyrzeczenia o treści określonej w art. 12 ustawy, o której mowa w art. 5 ust. 5. Rozdział 3 Organizacja spisu"
2001_734.txt:Art.14;W jakim terminie Prezes Urzędu Mieszkalnictwa i Rozwoju Miast musi ogłosić w Dzienniku Urzędowym Rzeczypospolitej Polskiej średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca?;"Art. 14. Prezes Urzędu Mieszkalnictwa i Rozwoju Miast ogłasza, w terminie do dnia 30 listopada każdego roku, w drodze obwieszczenia, w Dzienniku Urzędowym Rzeczypospolitej Polskiej "Monitor Polski" dla poszczególnych kategorii gmin średnie podstawowych dochodów podatkowych gmin za ten rok w przeliczeniu na 1 mieszkańca, o których mowa w art. 12 ust. 2. Rozdział 3 Zmiany w przepisach obowiązujących. Przepisy przejściowe i końcowe"
1999_1281.txt:Art.2;W jakim terminie Prezes Urzędu Mieszkalnictwa i Rozwoju Miast musi ogłosić w Dzienniku Urzędowym Rzeczypospolitej Polskiej średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca?;"Art. 2. Obwieszczenie, o którym mowa w art. 45d ustawy zmienianej w art. 1, w sprawie średnich podstawowych dochodów podatkowych gmin za 1999 r. w przeliczeniu na 1 mieszkańca Prezes Urzędu Mieszkalnictwa i Rozwoju Miast ogłosi w dniu wejścia w życie niniejszej ustawy."
2004_574.txt:Art.11;Czy statek rybacki, który zatonął, jest wykreślany z ewidencji?;"Art. 11. 1. Wykreślenie statku rybackiego z rejestru następuje: 1) na wniosek właściciela statku rybackiego; 2) z urzędu, w przypadku gdy statek rybacki: a) zatonął, zaginął lub uległ zniszczeniu, b) utracił polską przynależność lub charakter statku rybackiego, c) nie był używany do wykonywania rybołówstwa morskiego przez okres dłuższy niż 12 miesięcy. 2. Po wykreśleniu statku rybackiego z rejestru anuluje się zaświadczenie o wpisie do rejestru wraz z jego odpisami."
1998_602.txt:Art.69;Czy w okresie od zakończenia kampanii wyborczej do zakończenia głosowania można podawać do wiadomości publicznej wyniki przedwyborczych badań opinii publicznej dotyczących przewidywanych zachowań wyborczych?;"Art. 69. Od 7 dnia przed dniem wyborów aż do zakończenia głosowania zabrania się podawania do publicznej wiadomości wyników przedwyborczych badań (sondaży) opinii publicznej dotyczących przewidywanych zachowań wyborczych i wyników wyborów oraz wyników sondaży wyborczych przeprowadzanych w dniu głosowania."
2001_499.txt:Art.219;Czy w okresie od zakończenia kampanii wyborczej do zakończenia głosowania można podawać do wiadomości publicznej wyniki przedwyborczych badań opinii publicznej dotyczących przewidywanych zachowań wyborczych?;"Art. 219. Kto podaje do wiadomości publicznej wyniki przedwyborczych badań (sondaży) opinii publicznej dotyczących przewidywanych zachowań wyborczych i wyniku wyborów z naruszeniem zakazu, o którym mowa w art. 86, podlega grzywnie od 500 000 do 1 000 000 złotych."
1996_2.txt:Art.12;Czy zarząd może być jednoosobowy?;"Art. 12. 1. W skład zarządu wchodzi co najmniej 3 członków kasy. 2. Odwołanie członka zarządu nie wymaga uzasadnienia."
1996_3.txt:Art.18;Czy zarząd może być jednoosobowy?;"Art. 18. 1. Zarząd wybierany jest spośród członków walnego zgromadzenia izby. 2. W skład zarządu wchodzą: prezes, wiceprezes i 3 członkowie. 3. Zarząd wybierany jest na pierwszym posiedzeniu nowo wybranego walnego zgromadzenia."
1999_1281.txt:Art.45;W jakim terminie Prezes Urzędu Mieszkalnictwa i Rozwoju Miast musi ogłosić w Dzienniku Urzędowym Rzeczypospolitej Polskiej średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca?;"Art. 45d. Prezes Urzędu Mieszkalnictwa i Rozwoju Miast ogłasza, w terminie do dnia 30 listopada każdego roku, w drodze obwieszczenia, w Dzienniku Urzędowym Rzeczypospolitej Polskiej "Monitor Polski", dla poszczególnych kategorii gmin, średnie podstawowych dochodów podatkowych gmin za dany rok w przeliczeniu na 1 mieszkańca, o których mowa w art. 45b ust. 2."."
